,item_id,url,title,authors,lang,img,year,description,Tags
62,14407475,https://www.goodreads.com/book/show/9521508-the-duke-is-mine,"The Duke Is Mine (Fairy Tales, #3)",Eloisa James,eng,https://images.gr-assets.com/books/1318293689m/9521508.jpg,2011,"Destiny will be decided between the sheets in this all-new tale of The Princess and the Pea.
For Olivia Lytton, betrothal to the Duke of Canterwick--hardly a Prince Charming--feels more like a curse than a happily-ever-after. At least his noble status will help her sister, Georgiana, secure an engagement with the brooding, handsome Tarquin, Duke of Sconce, a perfect match for her in every way . . . every way but one. Tarquin has fallen in love with Olivia. Quin never puts passion before reason. And reason says that Georgiana is his ideal bride. But the sensual, fiery, strong-willed Olivia ignites an unknown longing in him--a desire they are both powerless to resist. When a scandalous affair begins, they risk losing everything--Olivia's engagement, her sister's friendship, and their own fragile love. Only one thing can save them--and it awaits in the bedroom, where a magnificent mattress holds life-changing answers to the greatest romantic riddle of all.",classic thriller romance holocaust vampires adultery
63,16837919,https://www.goodreads.com/book/show/11879737-the-ugly-duchess,"The Ugly Duchess (Fairy Tales, #4)",Eloisa James,en-US,https://images.gr-assets.com/books/1331726290m/11879737.jpg,2012,"How can she dare to imagine he loves her... when all London calls her The Ugly Duchess?
Theodora Saxby is the last woman anyone expects the gorgeous James Ryburn, heir to the Duchy of Ashbrook, to marry. But after a romantic proposal before the prince himself, even practical Theo finds herself convinced of her soon-to-be duke's passion.
Still, the tabloids give the marriage six months.
Theo would have given it a lifetime... until she discovers that James desired not her heart, and certainly not her countenance, but her dowry. Society was shocked by their wedding; it's scandalized by their separation.
Now James faces the battle of his lifetime, convincing Theo that he loved the duckling who blossomed into the swan.
And Theo will quickly find that for a man with the soul of a pirate, All's Fair in Love -- or War.",classic school
64,18281523,https://www.goodreads.com/book/show/13108289-once-upon-a-tower,"Once Upon a Tower (Fairy Tales, #5)",Eloisa James,eng,https://images.gr-assets.com/books/1357267559m/13108289.jpg,2013,"To win her love...
As an extremely wealthy laird, Gowan Stoughton, Duke of Kinross, can have any of the maidens at the ball he attends. The only problem is they are all English and Gowan is not so certain they are suitable. He is accustomed to the hard-working lasses from his Highlands, not these dainty noblewomen who spend their days drinking tea or some other such nonsense. But then he makes the acquaintance of Lady Edith Gilchrist. Utterly bewitched by the emerald-eyed beauty with lush golden locks, he knows he must have her.
He must free her from her tower...
""Edie"" had the misfortune of being dreadfully ill at her debut ball and barely remembers what Gowan looks like. Even worse, she accepted his proposal the following day. Edie's only true passion is playing music--until Gowan writes a scandalous letter and stirs the most irresistible desire. Yet when they marry, Edie realizes her husband needs a lesson and locks herself in a tower. Somehow Gowan must find a way to enter the tower and convince his new bride that she belongs in his arms.",['classic']
65,2375385,https://www.goodreads.com/book/show/24213.Alice_s_Adventures_in_Wonderland_Through_the_Looking_Glass,Alice's Adventures in Wonderland & Through the Looking-Glass,Lewis Carroll,eng,https://images.gr-assets.com/books/1327872220m/24213.jpg,2000,"Weary of her storybook, one ""without pictures or conversations,"" the young and imaginative Alice follows a hasty hare underground--to come face-to-face with some of the strangest adventures and most fantastic characters in all of literature.
The Ugly Duchess, the Mad Hatter, the weeping Mock Turtle, the diabolical Queen of Hearts, the Cheshire Cat--each more eccentric than the last--could only have come from that master of sublime nonsense, Lewis Carroll.
In penning this brilliant burlesque of children's literature, Carroll has written a farcical satire of rigid Victorian society, an arresting parody of the fears, anxieties, and complexities of growing up.
Carroll was one of the few adult writers to successfully enter the children's world of make-believe: where the impossible becomes possible, the unreal--real, and where the height of adventure is limited only by the depths of imagination.",classic fantasy adventure 19th century british magic realism england history romance childhood 18th century animals absurd action adaptation aging erotic children magic supernatural 1920s dystopia aliens 1950s adolescence 1960s action packed afterlife metaphysics aids
66,2809203,https://www.goodreads.com/book/show/2.Harry_Potter_and_the_Order_of_the_Phoenix,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",J.K. Rowling,eng,https://images.gr-assets.com/books/1507396732m/2.jpg,2004,"Harry Potter is due to start his fifth year at Hogwarts School of Witchcraft and Wizardry. His best friends Ron and Hermione have been very secretive all summer and he is desperate to get back to school and find out what has been going on. However, what Harry discovers is far more devastating than he could ever have expected...
Suspense, secrets and thrilling action from the pen of J.K. Rowling ensure an electrifying adventure that is impossible to put down.",classic science fiction fantasy detective adventure british thriller england romance mystery childhood drama kids literature action teen children witches magic supernatural love werewolves coming of age friendship suspense wizards fun time travel
67,2933712,https://www.goodreads.com/book/show/13023.Alice_in_Wonderland,Alice in Wonderland,Lewis Carroll,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2004,"This is an adaptation. For the editions of the original book, see .
Alice's Adventures in Wonderland (commonly shortened to Alice in Wonderland) is an 1865 novel written by English mathematician Charles Lutwidge Dodgson under the pseudonym Lewis Carroll. It tells of a girl named Alice falling through a rabbit hole into a fantasy world populated by peculiar, anthropomorphic creatures. The tale plays with logic, giving the story lasting popularity with adults as well as with children. It is considered to be one of the best examples of the literary nonsense genre. Its narrative course and structure, characters and imagery have been enormously influential in both popular culture and literature, especially in the fantasy genre.",classic fantasy adventure 19th century british thriller england history mystery childhood survival animals travel kids literature teen children magic supernatural dystopia love coming of age fun women psychology satire high fantasy story psychological fairy tales
68,2963218,https://www.goodreads.com/book/show/136251.Harry_Potter_and_the_Deathly_Hallows,"Harry Potter and the Deathly Hallows (Harry Potter, #7)",J.K. Rowling,eng,https://images.gr-assets.com/books/1474171184m/136251.jpg,2007,"It's no longer safe for Harry at Hogwarts, so he and his best friends, Ron and Hermione, are on the run. Professor Dumbledore has given them clues about what they need to do to defeat the dark wizard, Lord Voldemort, once and for all, but it's up to them to figure out what these hints and suggestions really mean.
Their cross-country odyssey has them searching desperately for the answers, while evading capture or death at every turn. At the same time, their friendship, fortitude, and sense of right and wrong are tested in ways they never could have imagined.
The ultimate battle between good and evil that closes out this final chapter of the epic series takes place where Harry's Wizarding life began: at Hogwarts. The satisfying conclusion offers shocking last-minute twists, incredible acts of courage, powerful new forms of magic, and the resolution of many mysteries.
Above all, this intense, cathartic book serves as a clear statement of the message at the heart of the Harry Potter series: that choice matters much more than destiny, and that love will always triumph over death.",classic fantasy crime detective adventure british thriller england romance mystery childhood drama kids literature action teen ghosts children witches magic supernatural love coming of age friendship wizards fun creepy time travel predictable superheroes censorship iran islam new york city obsession redemption secrets humanity nerds witty camp revolution parenthood secret service hackers hong kong iraq israel kidnapping mutants puppets
69,3046572,https://www.goodreads.com/book/show/6.Harry_Potter_and_the_Goblet_of_Fire,"Harry Potter and the Goblet of Fire (Harry Potter, #4)",J.K. Rowling,eng,https://images.gr-assets.com/books/1361482611m/6.jpg,2002,"Harry Potter is midway through his training as a wizard and his coming of age. Harry wants to get away from the pernicious Dursleys and go to the International Quidditch Cup. He wants to find out about the mysterious event that's supposed to take place at Hogwarts this year, an event involving two other rival schools of magic, and a competition that hasn't happened for a hundred years. He wants to be a normal, fourteen-year-old wizard. But unfortunately for Harry Potter, he's not normal - even by wizarding standards.
And in his case, different can be deadly.
--back cover",classic science fiction fantasy detective adventure british thriller england romance mystery childhood drama kids literature action teen children witches magic supernatural love werewolves coming of age friendship suspense wizards fun time travel nostalgia high fantasy
70,4640799,https://www.goodreads.com/book/show/3.Harry_Potter_and_the_Sorcerer_s_Stone,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",J.K. Rowling,eng,https://images.gr-assets.com/books/1474154022m/3.jpg,1997,"Harry Potter's life is miserable. His parents are dead and he's stuck with his heartless relatives, who force him to live in a tiny closet under the stairs. But his fortune changes when he receives a letter that tells him the truth about himself: he's a wizard. A mysterious visitor rescues him from his relatives and takes him to his new home, Hogwarts School of Witchcraft and Wizardry.
After a lifetime of bottling up his magical powers, Harry finally feels like a normal kid. But even within the Wizarding community, he is special. He is the boy who lived: the only person to have ever survived a killing curse inflicted by the evil Lord Voldemort, who launched a brutal takeover of the Wizarding world, only to vanish after failing to kill Harry.
Though Harry's first year at Hogwarts is the best of his life, not everything is perfect. There is a dangerous secret object hidden within the castle walls, and Harry believes it's his responsibility to prevent it from falling into evil hands. But doing so will bring him into contact with forces more terrifying than he ever could have imagined.
Full of sympathetic characters, wildly imaginative situations, and countless exciting details, the first installment in the series assembles an unforgettable magical world and sets the stage for many high-stakes adventures to come.",classic fantasy detective adventure british thriller england mystery childhood animals drama kids literature action teen children witches magic supernatural werewolves coming of age friendship suspense wizards fun time travel high fantasy dragons fairy tales
71,16227953,https://www.goodreads.com/book/show/11300302-alice-in-zombieland,"Alice in Zombieland (White Rabbit Chronicles, #1)",Gena Showalter,eng,https://images.gr-assets.com/books/1333628241m/11300302.jpg,2012,"She won't rest until she's sent every walking corpse back to its grave. Forever.
If anyone had told Alice Bell that her entire life would change course between one heartbeat and the next, she would have laughed. From blissful to tragic, innocent to ruined? Please. But that's all it took. One heartbeat. A blink, a breath, a second, and everything she knew and loved was gone.
Her father was right. The monsters are real.
To avenge her family, Ali must learn to fight the undead. To survive, she must learn to trust the baddest of the bad boys, Cole Holland. But Cole has secrets of his own, and if Ali isn't careful, those secrets might just prove to be more dangerous than the zombies.",classic fantasy magic realism england romance childhood scary ghosts children magic supernatural dystopia dark suspense wizards post apocalyptic 1970s
72,41335427,https://www.goodreads.com/book/show/1.Harry_Potter_and_the_Half_Blood_Prince,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",J.K. Rowling,eng,https://images.gr-assets.com/books/1361039191m/1.jpg,2006,"The war against Voldemort is not going well: even Muggle governments are noticing. Ron scans the obituary pages of The Daily Prophet looking for familiar names. Dumbledore is absent from Hogwarts for long stretches of time, and the Order of the Phoenix has already suffered losses. And yet... As in all wars, life goes on. Sixth-year students learn to Apparate, and lose a few eyebrows in the process. The Weasley twins expand their business. Teenagers flirt and fight and fall in love. Classes are never straightforward, though Harry receives some extraordinary help from the mysterious Half-Blood Prince. So it's the home front that takes center stage in the multilayered sixth installment of the story of Harry Potter. Harry struggles to uncover the identity of the Half-Blood Prince, the past owner of a potions textbook he now possesses that is filled with ingenious, potentially deadly, spells. But Harry's life is suddenly changed forever when someone close to him is heinously murdered right before his eyes. With Dumbledore's guidance, he seeks out the full, complex story of the boy who became Lord Voldemort, and thereby attempts to find what may be his only vulnerability.
--scholastic.com",classic science fiction fantasy detective adventure british thriller england romance mystery childhood drama kids literature action teen children witches magic supernatural love werewolves coming of age friendship suspense wizards fun time travel
73,48765776,https://www.goodreads.com/book/show/29056083-harry-potter-and-the-cursed-child---parts-one-and-two,"Harry Potter and the Cursed Child - Parts One and Two (Harry Potter, #8)","Jack Thorne, J.K. Rowling",eng,https://images.gr-assets.com/books/1470082995m/29056083.jpg,2016,"The Eighth Story. Nineteen Years Later.
It was always difficult being Harry Potter and it isn't much easier now that he is an overworked employee of the Ministry of Magic, a husband, and father of three school-age children.
While Harry grapples with a past that refuses to stay where it belongs, his youngest son Albus must struggle with the weight of a family legacy he never wanted. As past and present fuse ominously, both father and son learn the uncomfortable truth: sometimes, darkness comes from unexpected places.",classic science fiction fantasy detective adventure british thriller england romance mystery childhood survival drama kids literature action adaptation adoption vampires horror teen scary children witches magic supernatural dark love werewolves coming of age inspirational friendship suspense wizards fun post apocalyptic creepy murder women time travel adolescence us history great writers weird dark fantasy
74,30530,https://www.goodreads.com/book/show/370493.The_Giving_Tree,The Giving Tree,Shel Silverstein,eng,https://images.gr-assets.com/books/1174210942m/370493.jpg,1964,"""Once there was a tree...and she loved a little boy.""
So begins a story of unforgettable perception, beautifully written and illustrated by the gifted and versatile Shel Silverstein.
Every day the boy would come to the tree to eat her apples, swing from her branches, or slide down her trunk...and the tree was happy. But as the boy grew older he began to want more from the tree, and the tree gave and gave and gave.
This is a tender story, touched with sadness, aglow with consolation. Shel Silverstein has created a moving parable for readers of all ages that offers an affecting interpretation of the gift of giving and a serene acceptance of another's capacity to love in return.",classic fantasy childhood jewish children magic science funny nostalgia art comedy nature canada
75,86934,https://www.goodreads.com/book/show/23772.Green_Eggs_and_Ham,Green Eggs and Ham,Dr. Seuss,eng,https://images.gr-assets.com/books/1468680100m/23772.jpg,1988,"""Do you like green eggs and ham?"" asks Sam-I-am in this Beginner Book by Dr. Seuss. In a house or with a mouse? In a boat or with a goat? On a train or in a tree? Sam keeps asking persistently. With unmistakable characters and signature rhymes, Dr. Seuss's beloved favorite has cemented its place as a children's classic. In this most famous of cumulative tales, the list of places to enjoy green eggs and ham, and friends to enjoy them with, gets longer and longer. Follow Sam-I-am as he insists that this unusual treat is indeed a delectable snack to be savored everywhere and in every way.
Originally created by Dr. Seuss, Beginner Books encourage children to read all by themselves, with simple words and illustrations that give clues to their meaning.",classic fantasy childhood animals kids children suspense funny nostalgia high fantasy art comedy story food feel-good
76,267087,https://www.goodreads.com/book/show/233093.The_Cat_in_the_Hat,The Cat in the Hat,Dr. Seuss,eng,https://images.gr-assets.com/books/1468890477m/233093.jpg,1985,"Poor Sally and her brother. It's cold and wet and they're stuck in the house with nothing to do . . . until a giant cat in a hat shows up, transforming the dull day into a madcap adventure and almost wrecking the place in the process! Written by Dr. Seuss in 1957 in response to the concern that ""pallid primers [with] abnormally courteous, unnaturally clean boys and girls' were leading to growing illiteracy among children, The Cat in the Hat (the first Random House Beginner Book) changed the way our children learn how to read.
Book Details:Format: Hardcover Publication Date: 3/12/1957 Pages: 72 Reading Level: Age 3 and Up",classic fantasy adventure humor childhood animals kids children poetry love science funny nostalgia art comedy predictable silly feel-good orphans toys
77,948387,https://www.goodreads.com/book/show/18131.A_Wrinkle_in_Time,"A Wrinkle in Time (A Wrinkle in Time Quintet, #1)",Madeleine L'Engle,en-US,https://images.gr-assets.com/books/1329061522m/18131.jpg,1973,"It was a dark and stormy night; Meg Murry, her small brother Charles Wallace, and her mother had come down to the kitchen for a midnight snack when they were upset by the arrival of a most disturbing stranger.
""Wild nights are my glory,"" the unearthly stranger told them. ""I just got caught in a downdraft and blown off course. Let me be on my way. Speaking of way, by the way, there is such a thing as a tesseract"".
Meg's father had been experimenting with this fifth dimension of time travel when he mysteriously disappeared. Now the time has come for Meg, her friend Calvin, and Charles Wallace to rescue him. But can they outwit the forces of evil they will encounter on their heart-stopping journey through space?",classic science fiction fantasy adventure religion childhood survival action teen children magic mythology coming of age suspense science time travel time
78,987048,https://www.goodreads.com/book/show/24178.Charlotte_s_Web,Charlotte's Web,E.B. White,eng,https://images.gr-assets.com/books/1439632243m/24178.jpg,2001,"This beloved book by E. B. White, author of Stuart Little and The Trumpet of the Swan, is a classic of children's literature that is ""just about perfect.""
Some Pig. Humble. Radiant. These are the words in Charlotte's Web, high up in Zuckerman's barn. Charlotte's spiderweb tells of her feelings for a little pig named Wilbur, who simply wants a friend. They also express the love of a girl named Fern, who saved Wilbur's life when he was born the runt of his litter.
E. B. White's Newbery Honor Book is a tender novel of friendship, love, life, and death that will continue to be enjoyed by generations to come. This edition contains color illustrations by Garth Williams, the acclaimed illustrator of E.B. White's Stuart Little and Laura Ingalls Wilder's Little House series, among many other books.
Supports the Common Core State Standards",classic fantasy adventure 19th century british romance childhood animals scary children magic supernatural dark love suspense science halloween comedy allegory interesting disability humanity dreams entertaining moon
79,1993810,https://www.goodreads.com/book/show/236093.The_Wonderful_Wizard_of_Oz,"The Wonderful Wizard of Oz (Oz, #1)",L. Frank Baum,eng,https://images.gr-assets.com/books/1398003737m/236093.jpg,1995,"Follow the yellow brick road!
Dorothy thinks she's lost forever when a tornado whirls her and her dog, Toto, into a magical world. To get home, she must find the wonderful wizard in the Emerald City of Oz. On the way she meets the Scarecrow, the Tin Woodman and the Cowardly Lion. But the Wicked Witch of the West has her own plans for the new arrival - will Dorothy ever see Kansas again?",classic fantasy 19th century humor animals war children magic supernatural dark suspense creepy funny 1980s action packed nostalgia comedy allegory fairy tales
80,41326609,https://www.goodreads.com/book/show/24583.The_Adventures_of_Tom_Sawyer,The Adventures of Tom Sawyer,Mark Twain,eng,https://images.gr-assets.com/books/1404811979m/24583.jpg,2006,"The Adventures of Tom Sawyeris the first of Mark Twain's novels to feature one of the best-loved characters in American fiction, with a critical introduction by John Seelye in Penguin Classics. From the famous episodes of the whitewashed fence and the ordeal in the cave to the trial of Injun Joe, The Adventures of Tom Sawyeris redolent of life in the Mississippi River towns in which Twain spent his own youth. A sombre undercurrent flows through the high humour and unabashed nostalgia of the novel, however, for beneath the innocence of childhood lie the inequities of adult reality--base emotions and superstitions, murder and revenge, starvation and slavery. In his illuminating introduction, noted Twain scholar John Seelye considers Twain's impact on American letters and discusses the balance between humorous escapades and serious concern that is found in much of Twain's writing.",classic fantasy adventure 19th century england history mystery childhood historical action adaptation adoption children suspense race racism civil war slavery too short
81,266624,https://www.goodreads.com/book/show/22034.The_Godfather,The Godfather,Mario Puzo,eng,https://images.gr-assets.com/books/1394988109m/22034.jpg,2002,"The Godfather--the epic tale of crime and betrayal that became a global phenomenon.
Almost fifty years ago, a classic was born. A searing portrayal of the Mafia underworld, The Godfather introduced readers to the first family of American crime fiction, the Corleones, and their powerful legacy of tradition, blood, and honor. The seduction of power, the pitfalls of greed, and the allegiance to family--these are the themes that have resonated with millions of readers around the world and made The Godfather the definitive novel of the violent subculture that, steeped in intrigue and controversy, remains indelibly etched in our collective consciousness.
~penguin.com",classic crime adventure 19th century thriller history survival drama action war italian 1920s 1930s suspense business military murder women politics great thought-provoking story epic sad italy new york moving organized crime mafia
82,1199320,https://www.goodreads.com/book/show/1005.Think_and_GrThink_and_Grow_Rich,Think and Grow Rich,Napoleon Hill,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,0,"Think and Grow Richhas been called the ""Granddaddy of All Motivational Literature."" It was the first book to boldly ask, ""What makes a winner?"" The man who asked and listened for the answer, Napoleon Hill, is now counted in the top ranks of the world's winners himself.The most famous of all teachers of success spent ""a fortune and the better part of a lifetime of effort"" to produce the ""Law of Success"" philosophy that forms the basis of his books and that is so powerfully summarized in this one.
In the original Think and Grow Rich, published in 1937, Hill draws on stories of Andrew Carnegie, Thomas Edison, Henry Ford, and other millionaires of his generation to illustrate his principles. In the updated version, Arthur R. Pell, Ph.D., a nationally known author, lecturer, and consultant in human resources management and an expert in applying Hill's thought, deftly interweaves anecdotes of how contemporary millionaires and billionaires, such as Bill Gates, Mary Kay Ash, Dave Thomas, and Sir John Templeton, achieved their wealth. Outmoded or arcane terminology and examples are faithfully refreshed to preclude any stumbling blocks to a new generation of readers.",classic adventure humor england history philosophy childhood survival travel literature historical action teen 1920s 1930s love coming of age inspirational suspense business fun psychology us history action packed money life epic relationships inspiring philosophical educational
83,2203492,https://www.goodreads.com/book/show/95887.Eat_That_Frog_,Eat That Frog!: 21 Great Ways to Stop Procrastinating and Get More Done in Less Time,Brian Tracy,en-US,https://images.gr-assets.com/books/1328854785m/95887.jpg,0,"Eat That Frog!is one of the best books on time management ever written, an international bestseller with over a million and a half copies sold that's been translated into more than forty languages. Now Brian Tracy has updated this modern classic with two brand-new chapters, making it even more essential than before.
Tracy says there just isn't enough time for everything on our to-do list--and there never will be. Successful people don't try to do everything. They learn to focus on the most important tasks and make sure those get done. They eat their frogs.
There's an old saying that if the first thing you do each morning is eat a live frog, you'll have the satisfaction of knowing you're done with the worst thing you'll have to do all day. For Tracy, eating a frog is a metaphor for tackling your most challenging task--but also the one that can have the greatest positive impact on your life. Eat That Frog!shows you how to organize each day--and your entire life--so you can zero in on these critical tasks and accomplish them efficiently and effectively.
In this fully revised and updated edition, Tracy adds two new chapters. The first one explains how you can use technology to remind yourself of what is most important and protect yourself from what is least important--in other words, to help you eat your frogs. The second offers advice for maintaining focus in our era of constant distractions, electronic and otherwise.
But one thing remains unchanged: Brian Tracy cuts to the core of what is vital to effective time management: decision, discipline, and determination. This life-changing book will ensure that you get more of your important tasks done--today!",classic business
84,3366043,https://www.goodreads.com/book/show/69571.Rich_Dad_Poor_Dad,"Rich Dad, Poor Dad",Robert T. Kiyosaki,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2007,"Personal finance author and lecturer Robert T. Kiyosaki developed his unique economic perspective from two very different influences - his two fathers. One father (Robert's real father) was a highly educated man but fiscally poor. The other father was the father of Robert's best friend - that Dad was an eighth-grade drop-out who became a self-made multi-millionaire. The lifelong monetary problems experienced by his poor dad pounded home the counterpoint communicated by his rich dad. Taking that message to heart, Kiyosaki was able to retire at 47.",classic 19th century philosophy 18th century literature action biography coming of age inspirational business psychology 1950s 1970s 1980s 1960s money epic inspiring philosophical poverty educational time intellectual unique western
85,2939507,https://www.goodreads.com/book/show/414895.Planet_of_the_Apes,Planet of the Apes,Pierre Boulle,eng,https://images.gr-assets.com/books/1320558901m/414895.jpg,2001,"Em pouco tempo, os desbravadores do espaco descobrem a terrivel verdade: nesse mundo, seus pares humanos nao passam de bestas selvagens a servico da especie dominante... os macacos. Desde as primeiras paginas ate o surpreendente final - ainda mais impactante que a famosa cena final do filme de 1968 -, O planeta dos macacos e um romance de tirar o folego, temperado com boa dose de satira. Nele, Boulle revisita algumas das questoes mais antigas da humanidade: O que define o homem? O que nos diferencia dos animais? Quem sao os verdadeiros inimigos de nossa especie? Publicado pela primeira vez em 1963, O planeta dos macacos, de Pierre Boulle, inspirou uma das mais bem-sucedidas franquias da historia do cinema, tendo inicio no classico de 1968, estrelado por Charlton Heston, passando por diversas sequencias e chegando as adaptacoes cinematograficas mais recentes. Com milhoes de exemplares vendidos ao redor do mundo, O planeta dos macacos e um dos maiores classicos da ficcao cientifica, imprescindivel aos fas de cultura pop.",classic science fiction biography
86,8507071,https://www.goodreads.com/book/show/7284508-confessions-of-a-prairie-bitch,Confessions of a Prairie Bitch: How I Survived Nellie Oleson and Learned to Love Being Hated,Alison Arngrim,en-US,https://images.gr-assets.com/books/1280695574m/7284508.jpg,0,"For seven years, Alison Arngrim played a wretched, scheming, selfish, lying, manipulative brat on one of TV history's most beloved series. Though millions of Little House on the Prairieviewers hated Nellie Oleson and her evil antics, Arngrim grew to love her character--and the freedom and confidence Nellie inspired in her.
In Confessions of a Prairie Bitch, Arngrim describes growing up in Hollywood with her eccentric parents: Thor Arngrim, a talent manager to Liberace and others, whose appetite for publicity was insatiable, and legendary voice actress Norma MacMillan, who played both Gumby and Casper the Friendly Ghost. She recalls her most cherished and often wickedly funny moments behind the scenes of Little House: Michael Landon's ""unsaintly"" habit of not wearing underwear; how she and Melissa Gilbert (who played her TV nemesis, Laura Ingalls)became best friends and accidentally got drunk on rum cakes at 7-Eleven; and the only time she and Katherine MacGregor (who played Nellie's mom)appeared in public in costume, provoking a posse of elementary schoolgirls to attack them.
Arngrim relays all this and more with biting wit, but she also bravely recounts her life's challenges: her struggle to survive a history of traumatic abuse, depression, and paralyzing shyness; the ""secret"" her father kept from her for twenty years; and the devastating loss of her ""Little Househusband"" and best friend, Steve Tracy, to AIDS, which inspired her second career in social and political activism. Arngrim describes how Nellie Oleson taught her to be bold, daring, and determined, and how she is eternally grateful to have had the biggest little bitch on the prairie to show her the way.",['classic']
87,24240845,https://www.goodreads.com/book/show/17404078-the-disaster-artist,"The Disaster Artist: My Life Inside The Room, the Greatest Bad Movie Ever Made","Greg Sestero, Tom Bissell",eng,https://images.gr-assets.com/books/1373346749m/17404078.jpg,2013,"From the actor who lived through the most improbable Hollywood success story, with an award-winning narrative nonfiction writer, comes the inspiring, fascinating and laugh-out-loud story of a mysteriously wealthy outsider who sundered every road block in the Hollywood system to achieve success on his own terms--the making of The Room, ""the Citizen Kaneof bad movies"" (Entertainment Weekly).
In 2003, an independent film called The Room--written, produced, directed, and starring a very rich social misfit of indeterminate age and origin named Tommy Wiseau--made its disastrous debut in Los Angeles. Described by one reviewer as ""like getting stabbed in the head,"" the $6 million film earned a grand total of $1,800 at the box office and closed after two weeks. Now in its tenth anniversary year, The Roomis an international phenomenon to rival The Rocky Horror Picture Show. Thousands of fans wait in line for hours to attend screenings complete with costumes, audience rituals, merchandising, and thousands of plastic spoons.
Readers need not have seen The Roomto appreciate its costar Greg Sestero's account of how Tommy Wiseau defied every law of artistry, business, and interpersonal relationships to achieve the dream only he could love. While it does unravel mysteries for fans, The Disaster Artistis more than just an hilarious story about cinematic hubris: It is ultimately a surprisingly inspiring tour de force that reads like a page-turning novel, an open-hearted portrait of a supremely enigmatic man who will capture your heart.",classic science fiction mystery biography
88,2697052,https://www.goodreads.com/book/show/9572203-the-snowman,"The Snowman (Harry Hole, #7)",Jo Nesbo,eng,https://images.gr-assets.com/books/1355881478m/9572203.jpg,2011,"Internationally acclaimed crime writer Jo Nesbo's antihero police investigator, Harry Hole, is back: in a bone-chilling thriller that will take Hole to the brink of insanity.
Oslo in November. The first snow of the season has fallen. A boy named Jonas wakes in the night to find his mother gone. Out his window, in the cold moonlight, he sees the snowman that inexplicably appeared in the yard earlier in the day. Around its neck is his mother's pink scarf.
Hole suspects a link between a menacing letter he's received and the disappearance of Jonas's mother--and of perhaps a dozen other women, all of whom went missing on the day of a first snowfall. As his investigation deepens, something else emerges: he is becoming a pawn in an increasingly terrifying game whose rules are devised--and constantly revised--by the killer.
Fiercely suspenseful, its characters brilliantly realized, its atmosphere permeated with evil, The Snowmanis the electrifying work of one of the best crime writers of our time.",classic fantasy detective adventure 19th century british thriller england romance mystery childhood kids literature action holocaust war vampires children coming of age friendship adultery
89,6231171,https://www.goodreads.com/book/show/15881.Harry_Potter_and_the_Chamber_of_Secrets,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",J.K. Rowling,eng,https://images.gr-assets.com/books/1474169725m/15881.jpg,1999,"The Dursleys were so mean and hideous that summer that all Harry Potter wanted was to get back to the Hogwarts School for Witchcraft and Wizardry. But just as he's packing his bags, Harry receives a warning from a strange, impish creature named Dobby who says that if Harry Potter returns to Hogwarts, disaster will strike.
And strike it does. For in Harry's second year at Hogwarts, fresh torments and horrors arise, including an outrageously stuck-up new professor, Gilderoy Lockhart, a spirit named Moaning Myrtle who haunts the girls' bathroom, and the unwanted attentions of Ron Weasley's younger sister, Ginny. But each of these seem minor annoyances when the real trouble begins, and someone, or something, starts turning Hogwarts students to stone. Could it be Draco Malfoy, a more poisonous rival than ever? Could it possibly be Hagrid, whose mysterious past is finally told? Or could it be the one everyone at Hogwarts most suspects: Harry Potter himself?",classic fantasy detective adventure british thriller england mystery childhood drama kids literature action teen children witches magic supernatural love werewolves coming of age friendship suspense wizards fun time travel
90,25807847,https://www.goodreads.com/book/show/20706317-the-first-fifteen-lives-of-harry-august,The First Fifteen Lives of Harry August,Claire North,eng,https://images.gr-assets.com/books/1407712314m/20706317.jpg,2014,"No matter what he does or the decisions he makes, when death comes, Harry always returns to where he began, a child with all the knowledge of a life he has already lived a dozen times before. Nothing ever changes.
Until now.
As Harry nears the end of his eleventh life, a little girl appears at his bedside. 'I nearly missed you, Doctor August, she says. 'I need to send a message.'
This is the story of what Harry does next, and what he did before, and how he tries to save a past he cannot change and a future he cannot allow.",classic science fiction fantasy crime detective adventure british thriller england romance mystery childhood drama kids literature action addiction children supernatural dystopia coming of age friendship time travel courtroom drugs police noir california los angeles
