,item_id,title,Tags
1122,102798,"Devil's Carnival, The (2012)",musical redemption
1123,103294,"Death of Maria Malibran, The (Der Tod der Maria Malibran) (1972)",['musical']
1124,104226,Jamie and Jessie Are Not Together (2011),musical friendship queer lesbian homosexuality
1125,104662,"First Nudie Musical, The (1976)",['musical']
1126,105086,Battle of the Year (2013),musical dance
1127,105465,Alice's Adventures in Wonderland (1972),['musical']
1128,105608,Sunshine on Leith (2013) ,['musical']
1129,106028,"Thrill of Brazil, The (1946)",musical brazil
1130,106034,Don't Play Us Cheap (1973),['musical']
1131,106190,Red Garters (1954),['musical']
1132,107354,Good Ol' Freda (2013),musical biography musicians rock and roll
1133,107827,Swing (2002),musical friendship love musicians
1134,107990,"We and the I, The (2012)",['musical']
1135,108001,To Tulsa and Back: On Tour with J.J. Cale (2005),['musical']
1136,108879,Teen Beach Movie (2013),musical romance teen 1960s teenagers
1137,109559,Billie (1965),['musical']
1138,109667,Great Freedom No. 7 (Port of Freedom) (Große Freiheit Nr. 7) (1944),['musical']
1139,109704,Bitter Sweet (1940),['musical']
1140,109733,Captain EO (1986),musical music aliens space short
1141,109767,Toomorrow (1970),musical aliens
1142,109983,Sextette (1978),['musical']
1143,110171,Gabrielle (2013),['musical']
1144,110297,Muppets Most Wanted (2014),['musical']
1145,110761,Bright Lights (Adventures in Africa) (1930),musical broadway
1146,110788,Jupiter's Darling (1955),['musical']
1147,110805,"Glass Slipper, The (1955)",musical ballet
1148,110850,Broadway Melody of 1938 (1937),['musical']
1149,110852,Broadway Rhythm (1944),['musical']
1150,110856,Broadway to Hollywood (1933),['musical']
1151,111464,Top Banana (1954),['musical']
1152,111632,"Heat's On, The (1943)",['musical']
1153,111789,Gulliver's Travels (1977),['musical']
1154,111868,Best Foot Forward (1943),['musical']
1155,111944,Black Nativity (2013),musical christmas
1156,112540,Bloodhounds of Broadway (1952),['musical']
1157,112842,Bundle of Joy (1956),musical christmas
1158,113012,Calendar Girl (Star Dust and Sweet Music) (1947),['musical']
1159,113058,Call of the Flesh (1930),['musical']
1160,113203,Caine (Shark!) (1969),['musical']
1161,114791,Darktown Strutters (Get Down and Boogie) (1975),musical racism surrealism race
1162,114945,Jack and the Cuckoo-Clock Heart (Jack et la mécanique du coeur) (2013),musical fantasy romance animation
1163,115075,"Swan Princess: Escape from Castle Mountain, The (1997)",['musical']
1164,115287,Stage Fright (2014),['musical']
1165,115309,"Swan Princess: The Mystery of the Enchanted Treasure, The (1998)",['musical']
1166,115364,"Jungle Creature: Hugo, The (Jungledyret) (Go Hugo Go) (1993)",musical talking animals obsession
1167,115558,Amazon Jack 2: The Movie Star (a.k.a. Hugo the Movie Star) (Jungledyret 2 - den store filmhelt) (1996),musical romance
1168,116020,Chasing Rainbows (1930),['musical']
1169,116072,Colleen (1936),['musical']
1170,116122,Comin' Round the Mountain (1951),['musical']
1171,116134,Coney Island (1943),['musical']
1172,116473,Kiki (1931),['musical']
1173,116525,Circus (1936),['musical']
1174,116531,Say It with Songs (1929),musical drama
1175,116537,Shipmates Forever (1935),['musical']
1176,116574,Dangerous When Wet (1953),['musical']
1177,116710,Young Man with a Horn (1950),musical jazz
1178,116718,Volga - Volga (1938),['musical']
1179,116732,Moscow Laughs (1934),['musical']
1180,116931,One Night in the Tropics (1940),musical south america
1181,116941,Jetsons: The Movie (1990),musical future animation
1182,117138,Rent: Filmed Live on Broadway (2008),musical gay new york broadway aids
1183,117310,Aashiqui 2 (2013),musical romance
1184,117616,Doll Face (1945),['musical']
1185,117666,Easy to Love (1953),['musical']
1186,117712,My Friend Irma Goes West (1950),['musical']
1187,117720,Nutcracker: The Motion Picture (1986),musical ballet
1188,117730,Seven Days' Leave (1942),['musical']
1189,118997,Into the Woods (2014),musical fantasy death funny parody magic comedy infidelity adaptation
1190,119623,Everything I Have is Yours (1952),musical divorce
1191,119788,Fiesta (1947),['musical']
1192,120096,First a Girl (1935),musical cross dressing
1193,120132,Annie (2014),musical music
1194,120214,Flirtation Walk (1934),musical hawaii
1195,120220,Follow the Boys (1963),['musical']
1196,120232,For the First Time (1959),musical opera
1197,120309,Joy of Living (1938),musical marriage courtroom 1930s
1198,120398,Free and Easy (1930),['musical']
1199,120588,Going Hollywood (1933),musical french
1200,120590,Gold Diggers in Paris (1938),['musical']
1201,120612,If I'm Lucky (1946),['musical']
1202,120791,Naughty Girl (1956),['musical']
1203,120950,The Reef 2: High Tide (2012),musical fish
1204,121124,StreetDance 2 (2012),['musical']
1205,121133,Ishq (1997),['musical']
1206,121184,Save the Last Dance 2 (2006),musical high school ballet
1207,121310,The Perfect World of Kai (2007),['musical']
1208,121608,Wintertime (1943),['musical']
1209,121622,Sing Your Worries Away (1942),['musical']
1210,121624,One Sunday Afternoon (1948),['musical']
1211,121687,Hullabaloo (1940),['musical']
1212,121709,That Girl from Paris (1936),musical opera
1213,121867,Where Do We Go from Here? (1945),musical time travel
1214,121891,The Jackals (1967),['musical']
1215,122001,Sally (1929),['musical']
1216,122058,Spring is Here (1930),['musical']
1217,122387,Know Thy Enemy (2009),['musical']
1218,122443,Son of Dracula (1974),['musical']
1219,122577,The Devil's Brother (1933),musical wine
1220,122605,Two Tickets to Broadway (1951),musical broadway
1221,122613,"Mrs. Brown, You've Got a Lovely Daughter (1968)",['musical']
1222,122639,My Gal Sal (1942),musical biography
1223,122764,Napoleon (1995),['musical']
1224,122825,Starlift (1951),['musical']
1225,122839,Meet the People (1944),musical world war ii
1226,122843,Red Riding Hood (1989),['musical']
1227,123036,Pagan Love Song (1950),['musical']
1228,123137,The Fleet's In (1942),['musical']
1229,123359,My Way (2012),musical biography
1230,123389,Strike Me Pink (1936),['musical']
1231,123699,The Affairs of Dobie Gillis (1953),musical college
1232,123709,Looking For Love (1964),['musical']
1233,123711,The Ghost in the Invisible Bikini (1966),['musical']
1234,123876,The Happy Elf (2005),musical christmas
1235,123894,Fairy Tales (1978),['musical']
1236,124001,Pick a Star (1937),musical hollywood
1237,124067,Serenade (1956),musical opera
1238,124083,Honolulu (1939),musical hawaii
1239,124093,Little Nellie Kelly (1940),musical irish
1240,124113,The Kissing Bandit (1948),['musical']
1241,124121,Let's Dance (1950),['musical']
1242,124141,It's a Date (1940),['musical']
1243,124155,Rose-Marie (1936),['musical']
1244,124209,Two Girls on Broadway (1940),['musical']
1245,124392,She's Working Her Way Through College (1952),musical college
1246,124494,The Fabulous Dorseys (1947),['musical']
1247,124519,Snow White and the Three Stooges (1961),['musical']
1248,124527,Words and Music (1948),musical love biography
1249,124585,That Midnight Kiss (1949),musical opera
1250,124607,One Night of Love (1934),['musical']
1251,124787,Hit the Deck (1955),['musical']
1252,124909,Hollywood Hotel (1937),['musical']
1253,124925,"Swing High, Swing Low (1937)",['musical']
1254,125033,It Happened in Brooklyn (1947),['musical']
1255,125043,The Ice Follies of 1939 (1939),musical marriage
1256,125125,Pure Country 2: The Gift (2010),['musical']
1257,125165,Two Weeks with Love (1950),['musical']
1258,125175,Rio Rita (1929),['musical']
1259,125279,The Student Prince (1954),['musical']
1260,125395,Lullaby of Broadway (1951),['musical']
1261,125483,Week-End at the Waldorf (1945),['musical']
1262,125858,Fashions of 1934 (1934),musical fashion
1263,125880,Playmates (1941),['musical']
1264,126322,Idiot's Delight (1939),['musical']
1265,126482,Strange Magic (2015),musical fantasy romance magic animation
1266,126582,Camarón: When Flamenco Became Legend (2005),['musical']
1267,126749,Babar The Movie (1989),musical war slavery
1268,127999,Letuchaya Mysh (1979),musical love
1269,128021,Living in a Big Way (1947),musical divorce
1270,128221,Ride 'Em Cowboy (1942),['musical']
1271,128235,Stormy Weather (1943),musical jazz
1272,128738,Rigoletto (1993),musical music
1273,128832,The Last Five Years (2014),musical marriage divorce
1274,129005,Lovestruck: The Musical (2013),['musical']
1275,130165,Hooray for Love (1935),['musical']
1276,130522,The Brave Little Toaster Goes to Mars (1998),['musical']
1277,130758,Puss in Boots (1988),['musical']
1278,130800,Sleeping Beauty (1987),musical magic
1279,131080,Cinderella III: A Twist in Time (2007),musical magic animation
1280,131098,Saving Santa (2013),musical time travel christmas
1281,131324,"Go West, Young Lady (1941)",['musical']
1282,131834,The Sound of Music Live (2013),['musical']
1283,132012,Lemonade Mouth (2011),['musical']
1284,132226,Bop Girl Goes Calypso (1957),musical rock and roll
1285,132284,The Duke Is Tops (1938),['musical']
1286,132432,Five Dances (2013),musical gay dance
1287,132454,Girltrash: All Night Long (2014),musical lesbian
1288,132723,Ten Thousand Bedrooms (1957),musical rome
1289,132886,Springtime in the Rockies (1942),musical broadway
1290,133123,Barbie as The Princess & the Pauper (2004),musical animation
1291,133135,Barbie and the Secret Door (2014),['musical']
1292,133143,Barbie and the Diamond Castle (2008),['musical']
1293,133181,Sommer i Tyrol (1964),['musical']
1294,133455,Crazy Westerners (1967),musical violence
1295,133612,Seven Sweethearts (1942),['musical']
1296,133614,Smilin' Through (1941),musical love
1297,133904,Balalaika (1939),['musical']
1298,134009,You Can't Run Away from It (1956),['musical']
1299,134039,Vesna (1947),['musical']
1300,134109,Radio Day (2008),musical comedy
1301,134184,Elections Day (2007),musical social commentary
1302,134192,White Pop Jesus (1980),musical drugs mafia
1303,134254,"C'mon, Let's Live a Little",['musical']
1304,134352,1942: A Love Story (1994),musical british
1305,134621,A Flying Ship (1979),['musical']
1306,134657,Cupcakes (2013),musical music drama romantic comedy
1307,134728,Slightly French (1949),['musical']
1308,134785,London Road (2015),musical british england
1309,134838,Festival (1967),['musical']
1310,135216,The Star Wars Holiday Special (1978),musical space space opera
1311,135514,Rhythm is it! (2004),musical ballet
1312,135601,Rockstar (2011),['musical']
1313,136136,Ci troviamo in galleria (1957),['musical']
1314,136154,Bravissimo (1955),['musical']
1315,136588,Santa Claus is Comin' to Town (1970),musical surrealism christmas
1316,136940,Goddess (2013),['musical']
1317,138026,Michael Jackson: Number Ones (2003),['musical']
1318,138422,The Devil's Violinist (2013),musical 19th century devil
1319,138632,Tokyo Tribe (2014),musical surreal weird comedy crazy
1320,138680,Basilicata Coast to Coast (2010),['musical']
1321,138724,Give a Girl A Break (1953),musical broadway
1322,138844,Surf Party (1964),musical coming of age california
1323,138908,The Pirates of Penzance (1980),['musical']
1324,138910,The Pirates Of Penzance (1982),['musical']
1325,140565,Let It Shine (2012),musical kids
1326,140741,Get Your Stuff (2000),musical gay adoption
1327,140763,Boy Crazy (2009),['musical']
1328,141822,Carnival Night (1956),['musical']
1329,141836,It Can't Be! (1975),['musical']
1330,142382,Agneepath (2012),['musical']
1331,142795,Love Is in the Air (2011),['musical']
1332,142827,Waves (2000),['musical']
1333,142951,Vaya con Dios (2002),['musical']
1334,143128,Mrs. Santa Claus (1996),['musical']
1335,143152,Something to Shout About (1943),['musical']
1336,143389,Les Misérables in Concert - The 25th Anniversary (2010),['musical']
1337,143547,The Phantom of the Opera at the Royal Albert Hall (2011),['musical']
1338,143603,I'll Get By (1950),['musical']
1339,144652,Hi-De-Ho (1947),['musical']
1340,144786,House of Boys (2009),musical circus
1341,144932,Official Rejection (2009),['musical']
1342,145356,Vacation on the Esmeralda Coast (1968),['musical']
1343,146008,Cabbages and Kings (1978),['musical']
1344,146024,A Man from Boulevard des Capucines (1987),musical witty
1345,146036,31st of June (1978),['musical']
1346,146158,Tezaab (1989),musical kidnapping india
1347,146164,Maine Pyar Kiya (1989),['musical']
1348,146170,Saajan (1991),['musical']
1349,146244,Dil To Pagal Hai (1997),['musical']
1350,146481,Half Shot at Sunrise (1930),['musical']
1351,146610,Joan Lui (1985),['musical']
1352,146856,Giovanna d'Arco al rogo (1954),musical biography
1353,147194,Wedding in Malinovka (1967),['musical']
1354,147200,Come Tomorrow (1963),['musical']
1355,147204,Winter Evening in Gagry (1985),['musical']
1356,147208,The Secret of Queen Anna or Musketeers 30 Years Later (1993),['musical']
1357,147210,Musketeers 20 Years Later (1992),['musical']
1358,147214,Marta the Pious Woman (1980),['musical']
1359,147220,The Age of Love (1954),['musical']
1360,147230,Truffaldino from Bergamo (1977),['musical']
1361,147232,Hussar Ballad (1962),musical romantic comedy cross dressing adaptation
1362,147270,Ne Pokiday (1989),['musical']
1363,147420,Meet Danny Wilson (1952),['musical']
1364,147424,Step Lively (1944),['musical']
1365,147972,The Desert Song (1953),['musical']
1366,147980,Iceland (1942),['musical']
1367,148060,Cenerentola '80 (1984),musical dance
1368,148240,Elf: Buddy's Musical Christmas (2014),musical christmas
1369,148286,The Wiz Live (2015),['musical']
1370,148335,Skirts Ahoy! (1952),musical love
1371,148590,Brave (1994),musical depression suicide amnesia
1372,148850,Rudolph's Shiny New Year (1976),['musical']
1373,149314,Elaine Stritch: At Liberty (2002),musical biography humor broadway
1374,149574,Rudolph and Frosty's Christmas in July (1979),['musical']
1375,150082,K3 en het IJsprinsesje (2006),['musical']
1376,150574,Nie wieder Liebe (1931),['musical']
1377,150576,Dolly macht Karriere (1930),['musical']
1378,150582,Das Lied einer Nacht (1932),['musical']
1379,150948,Forty Little Mothers (1940),['musical']
1380,150988,Swing! (1938),['musical']
1381,151117,Let's Sing Again (1936),musical opera
1382,151137,Make a Wish (1937),['musical']
1383,151529,Io bacio... tu baci (1961),['musical']
1384,151577,ABCD (Any Body Can Dance) (2013),musical drama dance competition
1385,151849,The Company's in Love (1932),musical romance
1386,151943,Charley Moon (1956),['musical']
1387,152037,Grease Live (2016),['musical']
1388,152175,Ghosts (1997),['musical']
1389,152344,Sur (2002),['musical']
1390,152389,Bees in Paradise (1944),musical marriage world war ii
1391,152413,It's a Wonderful World (1956),['musical']
1392,152790,Sing Your Way Home (1945),['musical']
1393,153386,Long Live Ghosts! (1977),['musical']
1394,153446,Gargandi snilld (2005),['musical']
1395,153572,Johanna (2005),musical drugs hospital television sex opera
1396,153824,Karzzzz (2008),['musical']
1397,154204,Three Seats for the 26th (1988),['musical']
1398,155283,Jack and the Beanstalk (1974),['musical']
1399,155334,Folies-Bergère (1957),['musical']
1400,155828,The Lure (2015),musical fantasy murder mythology love triangles monsters
1401,155900,Melody For Two (1937),['musical']
1402,156127,Incendiary Blonde (1945),['musical']
1403,156296,Time Out for Rhythm (1941),['musical']
1404,156305,Keep 'Em Flying (1941),['musical']
1405,156315,Here Come the Co-eds (1945),['musical']
1406,156396,Perceval (1978),['musical']
1407,156431,Born to Sing (1942),['musical']
1408,156732,Hey Good Lookin' (1982),musical racism surrealism coming of age cheating nostalgia
1409,156817,The Blonde from Brooklyn (1945),['musical']
1410,156865,The Bamboo Blonde (1946),['musical']
1411,157683,What We Do Is Secret (2008),['musical']
1412,157741,Calypso Heat Wave (1957),['musical']
1413,158246,Lullaby (2015),musical zombies sisters
1414,159811,The Bremen Town Musicians (1969),musical adventure music
1415,159892,Jazz Heaven (1929),musical jazz
1416,160382,Swing Fever (1943),['musical']
1417,160402,Rags (2012),['musical']
1418,160762,Greenwich Village (1944),['musical']
1419,161086,Gypsies Are Found Near Heaven (1976),['musical']
1420,161238,Let's Do It Again (1953),musical divorce
1421,161350,A Visit from the Incubus (2001),['musical']
1422,162504,Broadway Thru a Keyhole (1933),['musical']
1423,162524,"Ready, Willing, and Able (1937)",['musical']
1424,162548,Hold On! (1966),['musical']
1425,162560,Delightfully Dangerous (1945),musical new york city school
1426,162876,Big Beat (1993),musical comedy
1427,163162,Wabash Avenue (1950),['musical']
1428,163164,"Red, Hot and Blue (1949)",['musical']
1429,163166,Footlight Serenade (1942),['musical']
1430,163220,Lord Byron of Broadway (1930),['musical']
1431,163254,The Cuckoos (1930),['musical']
1432,163320,Two for Tonight (1935),['musical']
1433,163322,Mississippi (1935),musical 19th century
1434,163334,Star Spangled Rhythm (1942),musical hollywood
1435,163344,East Side of Heaven (1939),['musical']
1436,163352,Variety Girl (1947),['musical']
1437,163360,Here Come the Waves (1944),['musical']
1438,163362,Dixie (1943),musical biography
1439,163370,Mr. Music (1950),['musical']
1440,163785,Show Business (1944),['musical']
1441,164735,The Cheetah Girls (2003),musical high school
1442,164751,Love Never Dies (2012),musical opera
1443,164763,Oklahoma! (1999),['musical']
1444,164869,A Cinderella Story: If the Shoe Fits (2016),musical dance
1445,165365,Bang Bang Baby (2014),musical 1960s
1446,165777,Goin' to Town (1935),['musical']
1447,165789,Love Me Forever (1935),musical poverty depression opera
1448,165811,When You're in Love (1937),['musical']
1449,165959,Alesha Popovich and Tugarin the Dragon (2004),musical russia
1450,166130,Moonlight in Havana (1942),musical baseball
1451,166344,Twenty Million Sweethearts (1934),musical radio
1452,166391,I'll Be Yours (1947),['musical']
1453,166397,Nice Girl? (1941),['musical']
1454,166461,Moana (2016),musical adventure fantasy beautiful magic animation coming of age predictable fun mythology moving
1455,166824,Broadway Babies (1929),['musical']
1456,166900,Sondheim! The Birthday Concert (2010),['musical']
1457,166958,Hairspray Live! (2016),musical racism television dance 1960s broadway race
1458,167620,Leap! (2016),musical magic dance kids cheating ballet 19th century paris opera
1459,167970,Mama (1976),['musical']
1460,168366,Beauty and the Beast (2017),musical dark magic 18th century
1461,168376,Dr. Jekyll and Mr. Hyde (1973),['musical']
1462,168378,The Special London Bridge Special (1972),['musical']
1463,168856,Zappa Plays Zappa (2007),['musical']
1464,168966,Brabançonne (2014),['musical']
1465,170299,Totally Awesome (2006),['musical']
1466,170347,The Things of Love (1989),['musical']
1467,171171,Jedi Junior High,musical space opera
1468,171197,Lady in the Dark (1944),['musical']
1469,171657,Dead Kennedys: The Early Years (1987),musical music punk
1470,171789,Beijing Rocks (2001),['musical']
1471,171979,You Were Meant for Me (1948),['musical']
1472,172375,A Heartbeat Away (2011),['musical']
1473,172447,The Terror of Tiny Town (1938),['musical']
1474,172637,Priklyucheniya Kapitana Vrungelya (1979),['musical']
1475,172719,Notre Dame de Paris (1998),['musical']
1476,172799,"Mary Poppins, Goodbye (1983)",musical 1980s
1477,172981,Irene (1940),['musical']
1478,173635,My Seawoman (1990),musical russia
1479,173793,Tale of the Siberian Land (1947),['musical']
1480,173807,The Whiskered Nanny (1977),['musical']
1481,173827,Fanaa (2006),['musical']
1482,173839,The Straw Hat (1974),['musical']
1483,173895,The Dog in the Manger (1977),musical silly
1484,174379,All Ashore (1953),['musical']
1485,174731,Lillian Russell (1940),['musical']
1486,175231,Annie (1999),['musical']
1487,175245,G:MT Greenwich Mean Time (1999),['musical']
1488,175323,Dirty Dancing (2017),musical 1960s
1489,175375,Swineherd and Shepherd (1941),['musical']
1490,175387,On the Trail of the Bremen Town Musicians (1973),['musical']
1491,175429,On Your Mark (1995),['musical']
1492,175769,Geronimo (2014),['musical']
1493,176035,The Return of Captain Invincible (1983),['musical']
1494,176949,We're from Jazz (1983),musical music foreign
1495,177201,Sign of Aquarius (1970),['musical']
1496,177549,Ziegfeld Girl (1941),['musical']
1497,177553,New Moon (1940),['musical']
1498,177629,"Adventures of Petrov and Vasechkin, Both Usual and Unbelieveable (1983)",['musical']
1499,178705,Company: A Musical Comedy (2008),['musical']
1500,179169,¡Sufre mamón! (1987),musical high school cheating
1501,179299,Disney's Newsies the Broadway Musical (2017),musical love
1502,179597,Cindy (1978),['musical']
1503,179605,Cinderella (1965),['musical']
1504,180389,Broadway Gondolier (1935),['musical']
1505,180517,Copacabana (1947),['musical']
1506,180525,Deep in My Heart (1954),musical biography
1507,180599,Down to Earth (1947),musical immortality broadway
1508,180611,Flame (1975),['musical']
1509,180627,Going Places (1938),['musical']
1510,180635,Half a Sixpence (1967),['musical']
1511,180673,I Live For Love (1935),['musical']
1512,180683,I Wonder Who's Kissing Her Now (1947),['musical']
1513,180687,I'll See You in My Dreams (1951),['musical']
1514,180733,Three Waltzes (1938),['musical']
1515,180735,Hello Again (2017),musical sexuality
1516,180743,Let's Face It (1943),['musical']
1517,180753,Look For The Silver Lining (1949),['musical']
1518,180759,Louisiana Purchase (1941),['musical']
1519,180773,Mame (1974),['musical']
1520,180787,Moon Over Miami (1941),musical mistaken identity
1521,180799,My Dream Is Yours (1949),['musical']
1522,180801,My Lucky Star (1938),['musical']
1523,180805,Naughty But Nice (1939),['musical']
1524,180807,No Limit (1935),['musical']
1525,180811,"Oh, You Beautiful Doll (1949)",musical biography
1526,180813,On Your Toes (1939),['musical']
1527,180815,On an Island with You (1948),['musical']
1528,180821,One in a Million (1936),['musical']
1529,180847,Puttin' on the Ritz (1930),['musical']
1530,180887,Second Fiddle (1939),['musical']
1531,180895,Ship Ahoy (1942),['musical']
1532,180909,Sombrero (1953),['musical']
1533,180921,Start Cheering (1938),musical school
1534,180939,That Certain Age (1938),['musical']
1535,180945,The Belle of New York (1952),musical dance
1536,180947,The Best Things In Life Are Free (1956),musical biography
1537,180995,The Cat and the Fiddle (1934),['musical']
1538,181003,Duchess Of Idaho (1950),['musical']
1539,181009,The Farmer Takes a Wife (1953),['musical']
1540,181017,The Girl Most Likely (1958),['musical']
1541,181039,The Music Teacher (1988),['musical']
1542,181049,Seven Hills of Rome (1958),musical rome
1543,181055,The Stork Club (1945),['musical']
1544,181143,Till the Clouds Roll By (1946),musical biography
1545,181183,When the Boys Meet the Girls (1965),['musical']
1546,181221,About the Little Red Riding Hood (1977),['musical']
1547,181251,Gol Maal (1979),musical india football
1548,181779,Three Little Bops (1957),musical jazz short
1549,181795,A Cowboy Needs A Horse (1956),['musical']
1550,182117,Mother Goose Goes Hollywood (1938),['musical']
1551,182137,Peter and the Wolf (1946),musical russia
1552,182179,Old King Cole (1933),['musical']
1553,182309,Springtime (1929),['musical']
1554,182391,Sammy Stops the World (1978),['musical']
1555,182869,Mozhi (2007),['musical']
1556,183111,Tutti a squola (1979),['musical']
1557,183387,Sorochinskaya yarmarka (Sorochintsi Fair) (2004),['musical']
1558,183835,The Nothing Factory (2017),['musical']
1559,183969,Battle of Warsaw 1920 (2011),['musical']
1560,184077,Anna (1967),musical beautiful fun
1561,184345,Crying... Silicon Tears (2001),['musical']
1562,184369,Saturday Church (2017),musical gay coming of age religion
1563,184619,EMO the Musical (2017),['musical']
1564,186219,The Phantom of the Opera (1962),['musical']
1565,186237,Pippin (1981),['musical']
1566,186329,The Wizard of Speed and Time (1979),['musical']
1567,186495,Jesus Christ Superstar Live in Concert (2018),['musical']
1568,186661,Hey Jude (2018),['musical']
1569,186861,Jeannette: The Childhood of Joan of Arc (2018),musical biography
1570,187687,Bon Jovi: When We Were Beautiful (2009),['musical']
1571,187737,A Very Potter Senior Year (2013),['musical']
1572,187877,Sandakozhi (2005),musical action
1573,188081,"Vacation of Petrov and Vasechkin, Usual and Incredible (1984)",musical children comedy
1574,188199,Jazzclub - Der frühe Vogel fängt den Wurm (2004),musical marriage jazz
1575,188279,New Year Adventures of Masha and Vitya (1975),['musical']
1576,188283,The Dog In Boots (1981),musical adventure talking animals animation
1577,188285,The Grey Wolf & The Riding Hood (1990),musical politics
1578,188385,Annamayya (1997),['musical']
1579,188447,"Ah, Vaudeville, Vaudeville... (1979)",['musical']
1580,188465,Mezzanotte d'amore (1970),['musical']
1581,188847,Ho Mann Jahaan (2016),['musical']
1582,189389,El profesor patagónico (1970),['musical']
1583,189479,The Swan Princess: Royally Undercover (2017),['musical']
1584,5693,Saturday Night Fever (1977),musical music coming of age gritty dance 1970s sexy
1585,26479,"Pirates of Penzance, The (1983)",musical comedy pirates
1586,106696,Frozen (2013),musical music boring romance beautiful children inspiring magic animation plot twist writing cute betrayal sweet sisters
1587,26680,Cry-Baby (1990),musical parody feel-good cheesy rock and roll cars 1950s
1588,1449,Waiting for Guffman (1996),musical quirky funny witty satire silly satirical
1589,6160,Amandla! A Revolution in Four Part Harmony (2002),musical music racism history segregation south africa
1590,139575,Baahubali: The Beginning (2015),musical adventure fantasy war romance animation mythology
1591,200540,Aladdin (2019),musical fantasy funny action romance magic crime
1592,203222,The Lion King (2019),musical funny comedy coming of age
1593,56176,Alvin and the Chipmunks (2007),musical music friendship funny talking animals comedy cute
1594,143387,Pitch Perfect 3 (2017),musical music friendship funny espionage comedy college teen military
1595,158244,Twisted (2013),musical comedy
1596,177765,Coco (2017),musical adventure music death beautiful murder animation predictable redemption mexico afterlife sweet
1597,195161,Mary Poppins Returns (2018),musical fantasy children imagination magic london
1598,661,James and the Giant Peach (1996),musical fantasy talking animals surreal magic animation black comedy childhood
1599,96588,Pitch Perfect (2012),musical music friendship romance comedy college coming of age predictable romantic comedy musicians competition
1600,114277,God Help the Girl (2014),musical music mental illness musicians scotland
1601,2746,Little Shop of Horrors (1986),musical music dark humor black comedy investigation broadway
1602,45028,"Prairie Home Companion, A (2006)",musical radio
1603,52975,Hairspray (2007),musical music racism funny parody television comedy social commentary satire high school dance fun 1960s rock and roll segregation cross dressing broadway
1604,56757,Sweeney Todd: The Demon Barber of Fleet Street (2007),musical quirky murder dark weird violence incest gothic cannibalism disappointing london 18th century 19th century
1605,65868,Repo! The Genetic Opera (2008),musical music dystopia gothic addiction goth
1606,127082,Oxygen (2009),musical music love violence crime
1607,189473,"Red, Honest, in Love (1984)",musical friendship
1608,193189,Contact (1978),musical music short
1609,191479,Smallfoot (2018),musical animation kids
1610,204188,UglyDolls (2019),['musical']
1611,938,Gigi (1958),musical love romance coming of age memory paris
1612,183151,Anna and the Apocalypse (2017),musical horror comedy zombies christmas
1613,1416,Evita (1996),musical music boring history true story politics intense opera
1614,182365,Grind (2014),musical gay
1615,935,"Band Wagon, The (1953)",['musical']
1616,83457,Hum Aapke Hain Koun...! (1994),['musical']
1617,121370,Happy New Year (2014),musical comedy dance competition
1618,163809,Over the Garden Wall (2013),musical horror adventure fantasy dark animation weird comedy halloween
1619,90376,We Need to Talk About Kevin (2011),musical boring drama emotional disturbing children psychological mental illness surreal dark violence coming of age insanity crime divorce christmas teenagers
1620,3967,Billy Elliot (2000),musical drama funny beautiful children coming of age 1980s gritty poverty dance inspirational boxing british realistic dreams england single father homosexuality identity self discovery childhood adolescence ballet sweet mining
1621,155923,Sing (1989),['musical']
1622,7888,How to Succeed in Business Without Really Trying (1967),musical comedy business
1623,72737,"Princess and the Frog, The (2009)",musical music thought-provoking love funny story jazz talking animals animation 1920s voodoo
1624,3248,Sister Act 2: Back in the Habit (1993),musical music comedy high school religion competition
1625,43708,Block Party (a.k.a. Dave Chappelle's Block Party) (2005),musical music
1626,8917,Team America: World Police (2004),musical funny politics comedy political satire hilarious capitalism france terrorism paris puppets bizarre egypt waste of time
1627,121545,Lisztomania (1975),['musical']
1628,107771,Only Lovers Left Alive (2013),musical music death love survival story immortality existentialism depression vampires literature
1629,200332,Rocketman (2019),musical music history alcoholism biography
1630,78039,Blue Valentine (2010),musical music boring love story drama emotional love romance depressing marriage children sad depression
1631,7786,Genghis Blues (1999),musical music
1632,40755,Forty Guns (1957),musical western
1633,205945,Steven Universe: The Movie (2019),musical music
1634,40819,Walk the Line (2005),musical music boring love adultery biographical drugs true story biography marriage addiction musicians 1960s germany
1635,26782,"Mambo Kings, The (1992)",musical musicians 1950s
1636,3483,"Road to El Dorado, The (2000)",musical funny magic animation fun
1637,133419,Pitch Perfect 2 (2015),musical music friendship funny college musicians
1638,2135,Doctor Dolittle (1967),musical fantasy england animals
1639,4709,Paint Your Wagon (1969),musical adventure western comedy mining
1640,1777,"Wedding Singer, The (1998)",musical romantic funny chick flick comedy 1980s feel-good cheesy romantic comedy homosexuality
1641,2303,Nashville (1975),musical politics satire satirical
1642,3549,Guys and Dolls (1955),musical gambling
1643,3604,Gypsy (1962),musical broadway
1644,6245,Sweet Charity (1969),musical prostitution
1645,6316,"Wiz, The (1978)",musical high school
1646,6414,Gay Purr-ee (1962),['musical']
1647,7316,Confessions of a Teenage Drama Queen (2004),musical drama comedy high school childhood
1648,8266,Purple Rain (1984),musical rock and roll
1649,33480,Babes in Arms (1939),['musical']
1650,64229,Cadillac Records (2008),musical music drugs history violence musicians 1950s chicago race
1651,87595,King of Jazz (1930),musical music dance
